basvuru_id,kanal,urun_tipi,il,ay,yas,aylik_gelir_tl,talep_tutar_tl,kredi_skoru,basvuru,degerlendirme,onay,kullanim,son_asama,red_nedeni,degerlendirme_sure_gun,onay_sure_gun,toplam_sure_gun
BAS01992,Mobil,İşletme Kredisi,Gaziantep,2024-01,51,8000,455186,559,1,0,0,0,Başvuru,,,,0.2
BAS01993,İnternet,Konut Kredisi,İstanbul,2024-05,52,37643,1716538,646,1,1,0,0,Değerlendirme,Yüksek Borç/Gelir,2.0,,2.2
BAS01994,Şube,İhtiyaç Kredisi,Gaziantep,2024-04,36,26262,63037,399,1,1,1,1,Kullanım,,1.4,0.8,2.4
BAS01995,Mobil,Taşıt Kredisi,Ankara,2024-04,23,29590,359292,527,1,1,1,1,Kullanım,,2.1,0.8,3.2
BAS01996,Mobil,İhtiyaç Kredisi,Gaziantep,2024-09,46,35994,203249,505,1,1,1,1,Kullanım,,1.7,0.9,3.1
BAS01997,İnternet,Konut Kredisi,İstanbul,2024-01,35,26810,1797604,492,1,1,0,0,Değerlendirme,Teminat Yetersiz,2.0,,2.3
BAS01998,Mobil,İhtiyaç Kredisi,Antalya,2024-07,59,44007,61545,704,1,1,1,1,Kullanım,,1.6,1.3,3.2
BAS01999,Mobil,Taşıt Kredisi,İzmir,2024-12,26,38883,426444,533,1,1,1,1,Kullanım,,2.3,0.4,3.2
BAS02000,Çağrı Merkezi,Konut Kredisi,İzmir,2024-05,58,41455,1847752,757,1,1,0,0,Değerlendirme,Düşük Kredi Skoru,3.0,,3.4
BAS02001,Şube,İşletme Kredisi,İzmir,2024-04,40,51136,520346,627,1,0,0,0,Başvuru,,,,0.2
BAS02002,Çağrı Merkezi,Taşıt Kredisi,Antalya,2024-11,54,18430,402297,719,1,1,1,1,Kullanım,,3.4,1.0,4.5
BAS02003,Çağrı Merkezi,İşletme Kredisi,Gaziantep,2024-01,47,35730,432737,560,1,0,0,0,Başvuru,,,,0.5
BAS02004,Şube,İşletme Kredisi,Ankara,2024-08,47,24770,353943,515,1,1,1,1,Kullanım,,0.4,0.2,0.8
BAS02005,İnternet,İhtiyaç Kredisi,İzmir,2024-08,43,35766,116942,514,1,1,1,0,Onaylandı,,1.3,0.6,2.4
BAS02006,Mobil,İhtiyaç Kredisi,Gaziantep,2024-04,36,21273,162172,622,1,1,0,0,Değerlendirme,Teminat Yetersiz,2.4,,2.5
BAS02007,Mobil,İhtiyaç Kredisi,Bursa,2024-03,51,49925,97443,524,1,1,0,0,Değerlendirme,Yüksek Borç/Gelir,2.0,,2.5
BAS02008,Mobil,Taşıt Kredisi,Adana,2024-04,28,29383,256182,411,1,1,0,0,Değerlendirme,Düşük Kredi Skoru,2.6,,2.7
BAS02009,Mobil,İhtiyaç Kredisi,Gaziantep,2024-12,24,57136,52635,642,1,1,1,1,Kullanım,,1.9,1.1,3.4
BAS02010,Mobil,İşletme Kredisi,İstanbul,2024-08,46,14524,492129,434,1,0,0,0,Başvuru,,,,0.1
BAS02011,Şube,Konut Kredisi,Adana,2024-07,61,37279,1907034,605,1,1,0,0,Değerlendirme,Yüksek Borç/Gelir,1.4,,1.8
BAS02012,Şube,Konut Kredisi,İstanbul,2024-02,37,30380,1851402,500,1,1,1,1,Kullanım,,1.9,-0.0,2.2
BAS02013,Mobil,İhtiyaç Kredisi,İstanbul,2024-06,61,29315,143450,614,1,1,1,1,Kullanım,,1.9,0.6,2.9
BAS02014,İnternet,Konut Kredisi,Antalya,2024-11,50,56419,1818804,900,1,1,0,0,Değerlendirme,Eksik Belge,1.4,,1.6
BAS02015,Şube,İşletme Kredisi,İstanbul,2024-07,36,48795,523456,530,1,1,1,1,Kullanım,,1.3,0.5,2.0
BAS02016,İnternet,Konut Kredisi,Konya,2024-10,49,29595,1751633,577,1,1,1,0,Onaylandı,,2.4,0.5,3.3
BAS02017,Mobil,Konut Kredisi,Bursa,2024-05,20,12246,1803443,373,1,1,1,1,Kullanım,,1.9,0.8,3.1
BAS02018,İnternet,İhtiyaç Kredisi,Ankara,2024-01,23,32743,58502,384,1,0,0,0,Başvuru,,,,0.3
BAS02019,Mobil,İhtiyaç Kredisi,Antalya,2024-01,22,22840,63041,585,1,0,0,0,Başvuru,,,,0.4
BAS02020,Şube,Konut Kredisi,İstanbul,2024-06,26,44154,1850005,585,1,1,1,1,Kullanım,,0.7,0.3,1.2
BAS02021,Mobil,Taşıt Kredisi,Bursa,2024-02,44,31046,316452,732,1,1,0,0,Değerlendirme,Eksik Belge,1.9,,2.2
BAS02022,Şube,Konut Kredisi,İstanbul,2024-10,28,33497,1771517,446,1,1,1,1,Kullanım,,2.0,0.9,3.1
BAS02023,Çağrı Merkezi,Konut Kredisi,İstanbul,2024-04,44,36118,1701486,491,1,1,0,0,Değerlendirme,Gelir Doğrulanamadı,2.9,,3.3
BAS02024,Mobil,İşletme Kredisi,Gaziantep,2024-05,57,16883,448623,579,1,0,0,0,Başvuru,,,,0.4
BAS02025,Şube,Taşıt Kredisi,Antalya,2024-12,26,20735,400873,466,1,1,0,0,Değerlendirme,Gelir Doğrulanamadı,1.6,,2.1
BAS02026,Mobil,Konut Kredisi,Konya,2024-08,32,54969,1930289,546,1,1,1,1,Kullanım,,1.3,1.1,2.6
BAS02027,İnternet,İhtiyaç Kredisi,Gaziantep,2024-02,42,52089,94834,687,1,1,0,0,Değerlendirme,Gelir Doğrulanamadı,1.7,,2.0
BAS02028,Mobil,Taşıt Kredisi,Konya,2024-04,29,20303,272439,497,1,1,0,0,Değerlendirme,Gelir Doğrulanamadı,1.8,,2.1
BAS02029,Mobil,İşletme Kredisi,Gaziantep,2024-07,56,8000,440178,606,1,1,0,0,Değerlendirme,Düşük Kredi Skoru,1.5,,1.7
BAS02030,Mobil,İhtiyaç Kredisi,İzmir,2024-07,32,23162,58628,530,1,1,1,1,Kullanım,,2.0,1.0,3.2
BAS02031,Mobil,İhtiyaç Kredisi,İstanbul,2024-01,23,45770,10000,499,1,0,0,0,Başvuru,,,,0.1
BAS02032,Mobil,Konut Kredisi,Konya,2024-10,32,32221,1802703,668,1,1,0,0,Değerlendirme,Gelir Doğrulanamadı,2.5,,2.7
BAS02033,Mobil,İşletme Kredisi,Antalya,2024-04,50,21956,547344,749,1,1,1,1,Kullanım,,1.7,0.7,2.5
BAS02034,Mobil,İşletme Kredisi,Antalya,2024-06,21,9297,461535,384,1,1,1,1,Kullanım,,1.7,1.3,3.4
BAS02035,Şube,Konut Kredisi,İzmir,2024-05,21,8000,1718267,398,1,1,1,1,Kullanım,,0.9,0.4,1.6
BAS02036,Çağrı Merkezi,Konut Kredisi,İstanbul,2024-04,37,13353,1973540,522,1,1,0,0,Değerlendirme,Gelir Doğrulanamadı,2.3,,2.6
BAS02037,İnternet,İhtiyaç Kredisi,Gaziantep,2024-08,34,33881,140121,524,1,1,1,0,Onaylandı,,2.4,0.6,3.4
BAS02038,Mobil,İşletme Kredisi,İstanbul,2024-07,43,33944,456847,446,1,0,0,0,Başvuru,,,,0.2
BAS02039,Mobil,Taşıt Kredisi,Gaziantep,2024-03,21,43092,366048,589,1,1,0,0,Değerlendirme,Yüksek Borç/Gelir,2.0,,2.1
BAS02040,İnternet,Konut Kredisi,Konya,2024-02,41,36503,1873830,533,1,1,1,1,Kullanım,,2.3,1.1,3.9
BAS02041,Mobil,İhtiyaç Kredisi,Gaziantep,2024-04,41,28982,211897,459,1,1,1,1,Kullanım,,1.8,1.5,3.5
BAS02042,Mobil,İşletme Kredisi,Konya,2024-09,42,29910,547925,526,1,0,0,0,Başvuru,,,,0.4
BAS02043,Şube,Konut Kredisi,İstanbul,2024-04,27,16767,1862783,455,1,1,0,0,Değerlendirme,Teminat Yetersiz,1.8,,2.1
BAS02044,Şube,Taşıt Kredisi,Antalya,2024-09,50,29184,480553,623,1,1,1,0,Onaylandı,,0.7,0.9,1.8
BAS02045,Şube,Taşıt Kredisi,Bursa,2024-06,35,9541,370425,434,1,1,1,1,Kullanım,,0.7,0.9,1.8
BAS02046,İnternet,Konut Kredisi,İzmir,2024-07,57,36294,1833342,728,1,0,0,0,Başvuru,,,,0.4
BAS02047,İnternet,Taşıt Kredisi,Konya,2024-02,51,34288,327707,685,1,1,1,0,Onaylandı,,2.4,1.3,4.0
BAS02048,İnternet,Taşıt Kredisi,Adana,2024-04,48,13508,306441,576,1,1,1,1,Kullanım,,2.0,0.7,3.1
BAS02049,Çağrı Merkezi,Konut Kredisi,Konya,2024-11,56,16161,1842414,584,1,1,0,0,Değerlendirme,Yaş Sınırı,2.4,,2.5
BAS02050,İnternet,Konut Kredisi,İzmir,2024-10,31,22452,1757868,522,1,0,0,0,Başvuru,,,,0.2
BAS02051,Şube,Konut Kredisi,Ankara,2024-03,37,51948,1811303,530,1,1,1,1,Kullanım,,0.8,0.3,1.6
BAS02052,Mobil,İhtiyaç Kredisi,Ankara,2024-02,30,23279,79872,613,1,1,1,0,Onaylandı,,2.0,0.5,2.9
BAS02053,İnternet,İhtiyaç Kredisi,Ankara,2024-08,54,18021,127562,625,1,1,0,0,Değerlendirme,Düşük Kredi Skoru,2.0,,2.2
BAS02054,Mobil,Taşıt Kredisi,İzmir,2024-10,50,22346,324695,634,1,0,0,0,Başvuru,,,,0.3
BAS02055,İnternet,İhtiyaç Kredisi,Adana,2024-02,46,35037,123193,567,1,1,1,1,Kullanım,,2.6,1.1,3.9
BAS02056,Çağrı Merkezi,İhtiyaç Kredisi,İzmir,2024-09,54,28689,98891,591,1,0,0,0,Başvuru,,,,0.3
BAS02057,Mobil,Konut Kredisi,İstanbul,2024-01,28,44797,1610979,513,1,1,0,0,Değerlendirme,Yaş Sınırı,1.6,,1.7
BAS02058,Mobil,Taşıt Kredisi,Adana,2024-01,41,17211,360566,555,1,0,0,0,Başvuru,,,,0.4
BAS02059,Şube,Konut Kredisi,İzmir,2024-02,39,28471,1839478,537,1,1,0,0,Değerlendirme,Yüksek Borç/Gelir,0.9,,1.1
BAS02060,Mobil,Konut Kredisi,Konya,2024-10,56,28602,1746805,699,1,1,1,1,Kullanım,,1.4,1.0,2.7
BAS02061,Mobil,İhtiyaç Kredisi,Gaziantep,2024-01,36,13895,170479,505,1,0,0,0,Başvuru,,,,0.4
BAS02062,İnternet,Konut Kredisi,Ankara,2024-03,59,12047,1736341,629,1,1,0,0,Değerlendirme,Düşük Kredi Skoru,1.2,,1.5
BAS02063,Şube,Konut Kredisi,İstanbul,2024-12,22,8343,1689595,405,1,1,1,1,Kullanım,,1.4,0.2,1.9
BAS02064,Mobil,İşletme Kredisi,Bursa,2024-06,54,29364,440736,640,1,1,0,0,Değerlendirme,Teminat Yetersiz,1.6,,1.9
BAS02065,İnternet,Konut Kredisi,İzmir,2024-05,33,18071,1724053,665,1,1,1,0,Onaylandı,,1.3,0.9,2.5
BAS02066,Şube,Taşıt Kredisi,Adana,2024-07,29,33581,310278,491,1,1,1,1,Kullanım,,1.7,0.7,2.5
BAS02067,Mobil,Konut Kredisi,İzmir,2024-07,23,16847,1754754,321,1,1,0,0,Değerlendirme,Yüksek Borç/Gelir,1.1,,1.6
BAS02068,Çağrı Merkezi,Konut Kredisi,Antalya,2024-02,44,36373,1842062,526,1,0,0,0,Başvuru,,,,0.3
BAS02069,Çağrı Merkezi,Taşıt Kredisi,Antalya,2024-02,23,51368,427416,471,1,1,1,1,Kullanım,,2.7,1.3,4.2
BAS02070,Mobil,Konut Kredisi,Gaziantep,2024-03,54,40654,1683431,710,1,1,0,0,Değerlendirme,Gelir Doğrulanamadı,1.6,,1.8
BAS02071,Çağrı Merkezi,Konut Kredisi,Konya,2024-03,52,44620,1771898,632,1,0,0,0,Başvuru,,,,0.1
BAS02072,Mobil,İhtiyaç Kredisi,Gaziantep,2024-01,53,13161,181583,667,1,1,1,1,Kullanım,,2.2,0.9,3.5
BAS02073,İnternet,Taşıt Kredisi,Antalya,2024-02,32,24396,316351,605,1,0,0,0,Başvuru,,,,0.2
BAS02074,Mobil,İhtiyaç Kredisi,Adana,2024-05,26,27771,173263,465,1,1,1,1,Kullanım,,1.8,1.3,3.3
BAS02075,Şube,Konut Kredisi,Bursa,2024-08,26,10674,1806848,318,1,1,1,1,Kullanım,,1.5,0.4,2.3
BAS02076,İnternet,İhtiyaç Kredisi,İzmir,2024-03,55,14033,195414,633,1,1,1,1,Kullanım,,2.6,0.6,3.7
BAS02077,Şube,İhtiyaç Kredisi,Konya,2024-02,59,35876,72294,653,1,1,1,1,Kullanım,,1.6,0.4,2.5
BAS02078,Şube,Konut Kredisi,Konya,2024-08,27,24540,1882148,590,1,1,1,1,Kullanım,,2.1,0.6,2.9
BAS02079,Şube,İhtiyaç Kredisi,Ankara,2024-11,33,8000,211062,534,1,1,1,1,Kullanım,,1.1,0.1,1.3
BAS02080,Şube,İhtiyaç Kredisi,Ankara,2024-12,40,14336,246795,549,1,1,1,1,Kullanım,,0.5,0.4,1.3
BAS02081,Mobil,Taşıt Kredisi,Adana,2024-10,58,40094,472400,649,1,1,1,0,Onaylandı,,2.4,0.9,3.8
BAS02082,Mobil,Konut Kredisi,Bursa,2024-11,49,46305,1811616,740,1,1,1,1,Kullanım,,1.3,0.6,2.1
BAS02083,İnternet,İhtiyaç Kredisi,Bursa,2024-04,59,26043,157323,642,1,1,1,1,Kullanım,,2.9,1.0,4.3
BAS02084,Mobil,İhtiyaç Kredisi,İzmir,2024-12,55,65327,140013,622,1,1,0,0,Değerlendirme,Eksik Belge,2.5,,2.7
BAS02085,Şube,Taşıt Kredisi,İzmir,2024-06,27,34571,201783,573,1,1,0,0,Değerlendirme,Eksik Belge,1.4,,1.7
BAS02086,İnternet,Taşıt Kredisi,İzmir,2024-08,48,42768,420771,383,1,1,0,0,Değerlendirme,Düşük Kredi Skoru,2.7,,3.2
BAS02087,Şube,İhtiyaç Kredisi,İzmir,2024-04,49,20333,36182,496,1,1,1,1,Kullanım,,1.2,0.2,1.6
BAS02088,Şube,Konut Kredisi,İzmir,2024-12,33,46887,1864169,634,1,1,0,0,Değerlendirme,Eksik Belge,1.7,,1.8
BAS02089,Şube,Konut Kredisi,Antalya,2024-02,39,23259,1921212,439,1,1,1,1,Kullanım,,1.1,1.1,2.5
BAS02090,Mobil,Taşıt Kredisi,Antalya,2024-06,62,25318,346080,648,1,1,1,1,Kullanım,,1.7,1.0,2.9
BAS02091,Çağrı Merkezi,İşletme Kredisi,Bursa,2024-11,29,16872,402536,458,1,1,0,0,Değerlendirme,Eksik Belge,2.5,,2.7
BAS02092,İnternet,Konut Kredisi,Konya,2024-01,35,45624,1761682,651,1,0,0,0,Başvuru,,,,0.1
BAS02093,Mobil,Konut Kredisi,Ankara,2024-09,56,20926,1669956,506,1,0,0,0,Başvuru,,,,0.3
BAS02094,Çağrı Merkezi,İhtiyaç Kredisi,Ankara,2024-04,29,38645,10000,624,1,1,0,0,Değerlendirme,Teminat Yetersiz,2.5,,2.7
BAS02095,Mobil,İhtiyaç Kredisi,İstanbul,2024-08,27,20651,138536,467,1,0,0,0,Başvuru,,,,0.4
BAS02096,Mobil,Taşıt Kredisi,Antalya,2024-10,20,29534,477248,434,1,1,1,1,Kullanım,,1.6,0.5,2.5
BAS02097,İnternet,Konut Kredisi,Antalya,2024-01,35,22596,1742110,460,1,1,0,0,Değerlendirme,Gelir Doğrulanamadı,3.5,,3.7
BAS02098,Mobil,Konut Kredisi,İstanbul,2024-08,38,42776,1809776,489,1,0,0,0,Başvuru,,,,0.2
BAS02099,Şube,İhtiyaç Kredisi,Konya,2024-02,44,40676,188720,633,1,1,1,1,Kullanım,,1.2,0.9,2.3
BAS02100,Mobil,İhtiyaç Kredisi,Antalya,2024-11,58,28430,184814,607,1,0,0,0,Başvuru,,,,0.1
BAS02101,Şube,İhtiyaç Kredisi,İzmir,2024-10,41,10827,127047,449,1,1,0,0,Değerlendirme,Eksik Belge,1.5,,2.0
BAS02102,Şube,Konut Kredisi,Konya,2024-05,43,28072,1819635,654,1,0,0,0,Başvuru,,,,0.5
BAS02103,İnternet,İhtiyaç Kredisi,Gaziantep,2024-06,37,19979,84872,530,1,1,1,1,Kullanım,,1.8,0.8,2.8
BAS02104,İnternet,Konut Kredisi,Ankara,2024-10,25,15366,1752327,440,1,0,0,0,Başvuru,,,,0.2
BAS02105,Şube,İhtiyaç Kredisi,İzmir,2024-09,30,8000,30217,586,1,1,0,0,Değerlendirme,Eksik Belge,1.6,,1.9
BAS02106,İnternet,Konut Kredisi,Ankara,2024-01,42,37935,1774853,570,1,1,1,1,Kullanım,,1.9,0.6,2.9
BAS02107,Şube,İhtiyaç Kredisi,Konya,2024-07,37,9713,290633,565,1,1,0,0,Değerlendirme,Teminat Yetersiz,1.3,,1.4
BAS02108,Mobil,İhtiyaç Kredisi,Gaziantep,2024-07,36,14218,10000,506,1,1,0,0,Değerlendirme,Teminat Yetersiz,1.5,,1.9
BAS02109,Mobil,Konut Kredisi,Adana,2024-10,22,24269,1842185,475,1,1,1,1,Kullanım,,2.1,1.1,3.6
BAS02110,Mobil,Taşıt Kredisi,Konya,2024-01,47,9209,398182,618,1,1,1,1,Kullanım,,1.5,0.5,2.4
BAS02111,Mobil,Konut Kredisi,İstanbul,2024-09,31,28920,1754990,561,1,1,1,0,Onaylandı,,2.2,0.8,3.2
BAS02112,Mobil,İşletme Kredisi,Gaziantep,2024-04,52,37902,525045,688,1,1,0,0,Değerlendirme,Düşük Kredi Skoru,2.1,,2.2
BAS02113,İnternet,Konut Kredisi,İstanbul,2024-07,55,46265,1744554,734,1,1,0,0,Değerlendirme,Gelir Doğrulanamadı,2.0,,2.4
BAS02114,Şube,Konut Kredisi,Bursa,2024-08,54,17414,1831867,669,1,1,1,1,Kullanım,,0.1,0.6,0.8
BAS02115,Mobil,Konut Kredisi,Antalya,2024-10,43,30453,1627450,595,1,1,1,0,Onaylandı,,1.9,0.8,3.1
BAS02116,Çağrı Merkezi,Taşıt Kredisi,Antalya,2024-04,22,20086,603358,545,1,1,1,1,Kullanım,,3.8,1.8,5.8
BAS02117,Mobil,Konut Kredisi,Antalya,2024-05,27,20454,1856801,435,1,1,0,0,Değerlendirme,Teminat Yetersiz,2.0,,2.3
BAS02118,Çağrı Merkezi,Konut Kredisi,İzmir,2024-08,33,15045,1798354,606,1,1,0,0,Değerlendirme,Düşük Kredi Skoru,2.7,,2.9
BAS02119,Mobil,Konut Kredisi,Bursa,2024-12,37,14744,1725053,549,1,1,1,1,Kullanım,,1.6,1.0,3.0
BAS02120,Mobil,Konut Kredisi,Konya,2024-07,47,54814,1835872,687,1,0,0,0,Başvuru,,,,0.2
BAS02121,İnternet,Taşıt Kredisi,Adana,2024-06,26,8000,389190,404,1,0,0,0,Başvuru,,,,0.2
BAS02122,İnternet,İhtiyaç Kredisi,İzmir,2024-03,29,29467,197803,534,1,1,1,1,Kullanım,,2.5,1.1,3.9
BAS02123,İnternet,Taşıt Kredisi,Adana,2024-12,60,35343,423890,718,1,1,0,0,Değerlendirme,Yüksek Borç/Gelir,2.8,,3.2
BAS02124,Mobil,Konut Kredisi,Bursa,2024-02,61,12105,1735958,654,1,1,0,0,Değerlendirme,Düşük Kredi Skoru,2.0,,2.1
BAS02125,Şube,İhtiyaç Kredisi,İstanbul,2024-02,20,30638,146420,559,1,1,1,1,Kullanım,,0.4,0.7,1.5
BAS02126,Şube,İşletme Kredisi,Antalya,2024-01,54,29564,452491,581,1,1,1,1,Kullanım,,2.0,0.3,2.6
BAS02127,Şube,İşletme Kredisi,Ankara,2024-09,57,14863,431549,679,1,1,1,1,Kullanım,,1.3,0.5,2.3
BAS02128,Mobil,İhtiyaç Kredisi,Adana,2024-07,48,37999,221629,565,1,1,0,0,Değerlendirme,Yüksek Borç/Gelir,2.2,,2.4
BAS02129,Mobil,Konut Kredisi,Adana,2024-10,30,8000,1814454,544,1,0,0,0,Başvuru,,,,0.3
BAS02130,Mobil,Konut Kredisi,Adana,2024-04,22,18802,1861027,451,1,1,1,1,Kullanım,,0.8,0.8,2.1
BAS02131,İnternet,Konut Kredisi,İstanbul,2024-07,21,10331,1702561,537,1,1,1,0,Onaylandı,,2.1,1.4,3.9
BAS02132,Şube,Taşıt Kredisi,Antalya,2024-04,45,26879,253863,564,1,1,0,0,Değerlendirme,Eksik Belge,1.0,,1.2
BAS02133,İnternet,İşletme Kredisi,Konya,2024-07,50,36897,409774,680,1,0,0,0,Başvuru,,,,0.2
BAS02134,Mobil,Taşıt Kredisi,İzmir,2024-08,24,11478,341483,544,1,0,0,0,Başvuru,,,,0.5
BAS02135,Şube,Konut Kredisi,İstanbul,2024-08,49,8000,1869075,450,1,1,1,1,Kullanım,,1.1,0.5,1.8
BAS02136,Mobil,Taşıt Kredisi,Bursa,2024-11,58,45230,431369,491,1,1,1,1,Kullanım,,2.4,0.6,3.4
BAS02137,Mobil,İhtiyaç Kredisi,Ankara,2024-06,28,29938,187598,404,1,1,1,1,Kullanım,,2.5,0.8,3.5
BAS02138,Mobil,Konut Kredisi,Gaziantep,2024-01,33,41225,1857596,462,1,1,1,1,Kullanım,,2.5,0.7,3.4
BAS02139,Mobil,Taşıt Kredisi,Bursa,2024-07,61,18132,329314,569,1,0,0,0,Başvuru,,,,0.2
BAS02140,Şube,İşletme Kredisi,Antalya,2024-06,52,51538,494356,660,1,1,0,0,Değerlendirme,Gelir Doğrulanamadı,0.9,,1.1
BAS02141,Mobil,Taşıt Kredisi,Konya,2024-03,33,18225,353565,307,1,1,1,1,Kullanım,,1.9,0.3,2.5
BAS02142,İnternet,İhtiyaç Kredisi,Adana,2024-12,25,14952,203090,384,1,1,1,1,Kullanım,,2.5,1.1,4.0
BAS02143,Şube,İşletme Kredisi,Bursa,2024-11,20,35537,440472,594,1,0,0,0,Başvuru,,,,0.2
BAS02144,Şube,Konut Kredisi,Antalya,2024-05,26,18921,1835050,451,1,1,1,1,Kullanım,,1.6,0.5,2.2
BAS02145,Şube,İşletme Kredisi,Adana,2024-06,27,36162,394496,460,1,1,1,1,Kullanım,,1.1,0.3,1.6
BAS02146,Mobil,İşletme Kredisi,Antalya,2024-12,20,46060,496673,602,1,1,0,0,Değerlendirme,Eksik Belge,1.5,,1.8
BAS02147,Mobil,İşletme Kredisi,İstanbul,2024-04,25,35455,495829,599,1,1,1,1,Kullanım,,1.7,0.9,2.9
BAS02148,Şube,Konut Kredisi,Bursa,2024-08,56,8000,1723392,484,1,1,0,0,Değerlendirme,Teminat Yetersiz,0.7,,1.2
BAS02149,Çağrı Merkezi,Taşıt Kredisi,İzmir,2024-08,45,11721,180551,542,1,1,0,0,Değerlendirme,Gelir Doğrulanamadı,2.0,,2.4
BAS02150,Mobil,Taşıt Kredisi,Bursa,2024-07,39,42144,355952,531,1,0,0,0,Başvuru,,,,0.4
BAS02151,Şube,Taşıt Kredisi,İzmir,2024-09,54,43184,385033,682,1,1,0,0,Değerlendirme,Gelir Doğrulanamadı,2.1,,2.3
BAS02152,İnternet,Taşıt Kredisi,Bursa,2024-06,36,47522,405639,506,1,0,0,0,Başvuru,,,,0.1
BAS02153,Çağrı Merkezi,İhtiyaç Kredisi,Konya,2024-08,59,8019,121229,511,1,0,0,0,Başvuru,,,,0.4
BAS02154,Şube,İhtiyaç Kredisi,Antalya,2024-08,48,34935,279536,571,1,1,1,1,Kullanım,,1.6,-0.3,1.4
BAS02155,Mobil,İhtiyaç Kredisi,Ankara,2024-01,57,28636,195941,595,1,1,0,0,Değerlendirme,Düşük Kredi Skoru,0.6,,1.0
BAS02156,İnternet,İşletme Kredisi,Adana,2024-08,50,40847,422809,651,1,0,0,0,Başvuru,,,,0.4
BAS02157,Mobil,İhtiyaç Kredisi,Gaziantep,2024-03,42,15624,240411,657,1,0,0,0,Başvuru,,,,0.4
BAS02158,Çağrı Merkezi,İşletme Kredisi,Ankara,2024-05,55,23675,399030,692,1,0,0,0,Başvuru,,,,0.1
BAS02159,Şube,Taşıt Kredisi,Gaziantep,2024-07,21,16705,325221,412,1,1,1,1,Kullanım,,1.4,0.3,1.9
BAS02160,Şube,İhtiyaç Kredisi,Gaziantep,2024-06,21,23952,230520,402,1,1,0,0,Değerlendirme,Düşük Kredi Skoru,1.4,,1.8
BAS02161,İnternet,İhtiyaç Kredisi,Gaziantep,2024-02,58,31362,154750,681,1,1,0,0,Değerlendirme,Gelir Doğrulanamadı,1.8,,2.2
BAS02162,Mobil,İşletme Kredisi,Adana,2024-04,24,33613,561765,477,1,0,0,0,Başvuru,,,,0.4
BAS02163,Mobil,İşletme Kredisi,Bursa,2024-12,52,24908,451092,558,1,1,0,0,Değerlendirme,Teminat Yetersiz,2.9,,3.1
BAS02164,Şube,Taşıt Kredisi,Antalya,2024-04,20,17619,396554,481,1,1,1,1,Kullanım,,1.7,0.5,2.5
BAS02165,Mobil,Konut Kredisi,Konya,2024-01,50,13750,1765817,644,1,1,0,0,Değerlendirme,Eksik Belge,1.8,,2.0
BAS02166,Mobil,İhtiyaç Kredisi,Ankara,2024-12,50,11776,183106,534,1,0,0,0,Başvuru,,,,0.2
BAS02167,Çağrı Merkezi,Taşıt Kredisi,Ankara,2024-09,39,31470,306806,663,1,1,1,1,Kullanım,,2.3,1.0,3.5
BAS02168,Mobil,Konut Kredisi,Ankara,2024-05,55,20231,1783970,620,1,1,1,1,Kullanım,,1.3,0.9,2.5
BAS02169,Mobil,İhtiyaç Kredisi,Bursa,2024-10,38,40143,134013,591,1,1,1,1,Kullanım,,2.2,0.5,2.8
BAS02170,Mobil,Konut Kredisi,İzmir,2024-05,58,50929,1868485,781,1,1,1,0,Onaylandı,,1.4,0.7,2.5
BAS02171,Şube,İhtiyaç Kredisi,Antalya,2024-03,22,43118,56185,515,1,0,0,0,Başvuru,,,,0.2
BAS02172,İnternet,Taşıt Kredisi,Adana,2024-03,22,40771,427083,420,1,1,1,1,Kullanım,,2.1,0.8,3.1
BAS02173,Şube,İhtiyaç Kredisi,Ankara,2024-01,36,15801,90501,557,1,1,0,0,Değerlendirme,Düşük Kredi Skoru,1.8,,2.2
BAS02174,Mobil,İhtiyaç Kredisi,Antalya,2024-02,62,13046,20636,543,1,1,0,0,Değerlendirme,Yüksek Borç/Gelir,2.1,,2.4
BAS02175,Mobil,İşletme Kredisi,İzmir,2024-01,37,41252,507832,436,1,1,1,1,Kullanım,,2.4,1.1,3.6
BAS02176,Mobil,Taşıt Kredisi,Gaziantep,2024-11,43,25307,324127,494,1,1,1,1,Kullanım,,1.5,0.9,2.8
BAS02177,İnternet,İhtiyaç Kredisi,Antalya,2024-11,33,25037,59760,425,1,1,1,0,Onaylandı,,3.0,1.1,4.6
BAS02178,Mobil,İhtiyaç Kredisi,Gaziantep,2024-04,55,8000,85566,537,1,0,0,0,Başvuru,,,,0.4
BAS02179,İnternet,Taşıt Kredisi,Bursa,2024-03,34,8000,495240,580,1,1,0,0,Değerlendirme,Gelir Doğrulanamadı,2.5,,2.8
BAS02180,Mobil,Konut Kredisi,Ankara,2024-12,46,28602,1737390,626,1,0,0,0,Başvuru,,,,0.3
BAS02181,İnternet,İhtiyaç Kredisi,İstanbul,2024-12,36,13623,213756,559,1,1,1,1,Kullanım,,2.4,0.2,2.7
BAS02182,Şube,İhtiyaç Kredisi,İzmir,2024-10,50,12819,74275,584,1,1,0,0,Değerlendirme,Yüksek Borç/Gelir,0.6,,0.9
BAS02183,Mobil,Taşıt Kredisi,İstanbul,2024-01,50,49399,380056,746,1,0,0,0,Başvuru,,,,0.2
BAS02184,İnternet,İşletme Kredisi,Gaziantep,2024-03,30,30635,420243,537,1,1,0,0,Değerlendirme,Teminat Yetersiz,2.2,,2.5
BAS02185,Çağrı Merkezi,Taşıt Kredisi,Gaziantep,2024-07,60,15546,513983,631,1,0,0,0,Başvuru,,,,0.2
