musteri_id,yas,sehir,segment,egitim_duzeyi,meslek,ana_urun,aylik_gelir_tl,banka_bakiyesi_tl,kredi_skoru,kredi_tutari_tl,npl_flag,dijital_kullanim_skoru,uyelik_ay,son_3ay_islem_sayisi
MUS0645,44,Kayseri,Bireysel,Üniversite,Akademisyen,İhtiyaç Kredisi,16901,55258.66,770,0,0,66,23,32
MUS0646,50,Antalya,Bireysel,Lise,Serbest Meslek,Vadesiz Mevduat,27212,157922.21,665,412316.4,0,49,100,16
MUS0647,36,Konya,KOBİ,Üniversite,Serbest Meslek,Konut Kredisi,78398,319855.86,593,1059600.69,0,100,69,10
MUS0648,32,Ankara,KOBİ,Lise,Memur,Yatırım Hesabı,53676,233246.56,727,1671213.64,0,73,101,18
MUS0649,18,Ankara,Bireysel,Lise,Esnaf,Konut Kredisi,8383,39804.26,338,0,0,100,71,29
MUS0650,46,Gaziantep,KOBİ,Ortaokul,Esnaf,Konut Kredisi,31039,112598.02,534,396107.34,0,50,108,29
MUS0651,41,Ankara,Bireysel,Lise,Memur,Yatırım Hesabı,23544,17554.56,493,0,0,56,62,38
MUS0652,56,Bursa,Bireysel,Ortaokul,Akademisyen,Konut Kredisi,7658,49820.36,641,175139.38,0,23,90,34
MUS0653,32,Kayseri,Bireysel,Lise,Esnaf,Konut Kredisi,15252,0,600,0,0,57,27,7
MUS0654,51,Bursa,KOBİ,Lise,Emekli,İhtiyaç Kredisi,42357,237535.74,710,0,0,53,52,24
MUS0655,42,İstanbul,Bireysel,Lisansüstü,Çalışan,Kredi Kartı,64122,147266.3,818,455691.51,0,91,81,28
MUS0656,23,Gaziantep,KOBİ,Ortaokul,Çalışan,İhtiyaç Kredisi,20373,55070.7,521,0,0,60,95,20
MUS0657,50,İstanbul,Bireysel,Lise,Memur,Kredi Kartı,20925,66594.0,526,507103.33,0,94,190,1
MUS0658,51,Antalya,KOBİ,Lisansüstü,Memur,Vadesiz Mevduat,130185,486510.79,900,0,0,61,123,36
MUS0659,34,İzmir,Bireysel,Üniversite,Emekli,İhtiyaç Kredisi,24627,46405.85,586,667511.66,0,89,17,39
MUS0660,53,Bursa,Bireysel,Üniversite,Akademisyen,Kredi Kartı,28794,93760.81,572,0,0,71,25,24
MUS0661,42,Mersin,Bireysel,Üniversite,Esnaf,Konut Kredisi,22236,64290.16,605,507493.43,0,74,167,18
MUS0662,30,Bursa,KOBİ,Ortaokul,Emekli,Kredi Kartı,8457,26885.9,523,177783.05,1,74,35,24
MUS0663,36,Adana,Bireysel,Lise,Esnaf,Vadesiz Mevduat,20954,48331.14,629,226907.96,1,80,1,40
MUS0664,29,İzmir,Bireysel,Üniversite,Esnaf,Yatırım Hesabı,30384,84809.58,478,0,0,91,87,31
MUS0665,44,Bursa,Bireysel,Lisansüstü,Akademisyen,İhtiyaç Kredisi,49066,224753.85,633,79738.29,0,86,28,18
MUS0666,57,Kayseri,Bireysel,Lisansüstü,Esnaf,İhtiyaç Kredisi,52788,5055.3,664,0,0,64,93,31
MUS0667,66,Konya,Özel Bankacılık,Lise,Memur,Kredi Kartı,419412,7355652.17,876,1019190.69,0,64,109,12
MUS0668,42,Bursa,Bireysel,Üniversite,Serbest Meslek,Kredi Kartı,25920,119254.45,531,312416.93,0,95,70,35
MUS0669,32,Adana,Bireysel,Lisansüstü,Akademisyen,Yatırım Hesabı,56284,65452.75,626,744597.42,0,99,64,24
MUS0670,52,Gaziantep,Bireysel,Lise,Akademisyen,Vadesiz Mevduat,30611,20228.98,470,0,0,48,1,0
MUS0671,51,Adana,Bireysel,Lisansüstü,Emekli,Yatırım Hesabı,9229,66208.61,576,186043.69,0,66,38,0
MUS0672,50,İstanbul,Bireysel,Üniversite,Akademisyen,Kredi Kartı,24979,105903.8,723,0,0,69,58,31
MUS0673,51,İstanbul,Bireysel,Lise,Esnaf,Vadesiz Mevduat,19513,26115.77,654,349928.47,0,77,116,8
MUS0674,18,Ankara,Bireysel,Üniversite,Serbest Meslek,Kredi Kartı,38340,148390.32,596,0,0,99,144,12
MUS0675,49,Antalya,KOBİ,Üniversite,Serbest Meslek,Yatırım Hesabı,28793,161341.4,634,0,0,67,71,34
MUS0676,30,Antalya,Bireysel,Üniversite,Akademisyen,İhtiyaç Kredisi,27517,152014.42,518,317034.64,0,94,59,8
MUS0677,54,Gaziantep,Bireysel,Üniversite,Esnaf,Vadesiz Mevduat,27517,112866.19,516,507490.18,1,88,12,17
MUS0678,22,Gaziantep,KOBİ,Ortaokul,Akademisyen,Vadesiz Mevduat,29512,5924.67,549,443876.4,1,100,1,9
MUS0679,41,İstanbul,Bireysel,Ortaokul,Esnaf,Yatırım Hesabı,10814,46618.08,610,0,0,50,73,11
MUS0680,21,İstanbul,Bireysel,Üniversite,Esnaf,Kredi Kartı,30057,120563.28,533,466900.4,0,69,86,18
MUS0681,43,İzmir,Bireysel,Üniversite,Esnaf,Konut Kredisi,35925,45876.5,692,338693.12,0,90,153,17
MUS0682,35,Konya,Bireysel,Üniversite,Çalışan,Vadesiz Mevduat,40144,136788.02,574,0,0,73,110,29
MUS0683,39,Konya,Bireysel,Ortaokul,Emekli,Vadesiz Mevduat,75969,369545.76,470,280126.97,1,55,111,13
MUS0684,38,Bursa,KOBİ,Lise,Akademisyen,Yatırım Hesabı,42313,125330.23,562,0,0,60,136,24
MUS0685,32,Gaziantep,Bireysel,Ortaokul,Akademisyen,İhtiyaç Kredisi,9096,50777.3,489,0,0,51,81,7
MUS0686,44,Mersin,Bireysel,Lise,Esnaf,İhtiyaç Kredisi,18544,71284.56,531,0,0,46,72,18
MUS0687,49,Bursa,Özel Bankacılık,Ortaokul,Serbest Meslek,İhtiyaç Kredisi,60686,116132.9,784,1355200.11,0,77,108,3
MUS0688,27,Konya,Bireysel,Lise,Akademisyen,Yatırım Hesabı,213967,475177.86,426,273700.29,0,65,95,23
MUS0689,37,İzmir,Bireysel,Lisansüstü,Çalışan,İhtiyaç Kredisi,25001,58409.47,522,0,0,100,63,7
MUS0690,61,Konya,Bireysel,Üniversite,Çalışan,Yatırım Hesabı,19611,91874.77,543,0,0,78,27,32
MUS0691,52,İstanbul,Bireysel,Üniversite,Çalışan,Vadesiz Mevduat,33475,290888.43,688,0,0,67,160,32
MUS0692,29,Mersin,Bireysel,Lise,Esnaf,Yatırım Hesabı,17998,124168.55,601,7746.7,0,86,114,24
MUS0693,57,İstanbul,Bireysel,Ortaokul,Esnaf,Konut Kredisi,9563,48367.56,556,329108.37,0,37,73,18
MUS0694,35,Mersin,Özel Bankacılık,Üniversite,Memur,Yatırım Hesabı,153151,588654.17,803,2932973.78,0,99,91,0
MUS0695,32,İstanbul,Özel Bankacılık,Üniversite,Serbest Meslek,Yatırım Hesabı,122379,470561.39,758,1479760.88,0,97,53,7
MUS0696,46,Mersin,Bireysel,Lisansüstü,Çalışan,Konut Kredisi,71576,383512.05,719,0,0,85,150,38
MUS0697,28,İstanbul,Özel Bankacılık,Lisansüstü,Serbest Meslek,Vadesiz Mevduat,313066,1403172.22,900,6313981.48,0,97,111,11
MUS0698,33,Antalya,Bireysel,Lisansüstü,Serbest Meslek,İhtiyaç Kredisi,46611,22326.71,749,396545.11,0,79,117,28
MUS0699,35,Kayseri,Bireysel,Üniversite,Memur,Konut Kredisi,41407,89795.3,570,559318.93,0,96,66,21
MUS0700,33,İzmir,KOBİ,İlkokul,Serbest Meslek,İhtiyaç Kredisi,14184,31507.59,629,343046.41,0,36,131,30
MUS0701,46,Gaziantep,Bireysel,Lise,Memur,Kredi Kartı,18946,99049.42,570,361865.43,0,65,81,2
MUS0702,25,Mersin,Özel Bankacılık,Lise,Memur,Konut Kredisi,84295,104879.94,775,0,0,64,73,0
MUS0703,25,Antalya,Özel Bankacılık,Lisansüstü,Esnaf,İhtiyaç Kredisi,335552,1404286.94,900,0,0,52,102,23
MUS0704,68,Antalya,Bireysel,Ortaokul,Serbest Meslek,Yatırım Hesabı,10669,69296.96,683,208457.9,0,24,4,32
MUS0705,42,İzmir,KOBİ,Lise,Memur,İhtiyaç Kredisi,42857,172739.24,561,0,0,86,18,30
MUS0706,50,Kayseri,KOBİ,Lise,Memur,İhtiyaç Kredisi,685898,3545237.31,838,863998.89,0,57,94,23
MUS0707,75,İstanbul,Bireysel,Üniversite,Serbest Meslek,Vadesiz Mevduat,21645,94290.16,655,0,0,64,23,30
MUS0708,44,Ankara,Bireysel,Üniversite,Serbest Meslek,Kredi Kartı,26024,148666.41,640,0,0,64,90,17
MUS0709,18,Adana,KOBİ,Lisansüstü,Akademisyen,Konut Kredisi,138915,437298.29,745,4718800.0,0,90,4,8
MUS0710,52,Kayseri,KOBİ,Üniversite,Akademisyen,Konut Kredisi,58880,85968.72,627,1113812.01,0,50,216,12
MUS0711,50,Kayseri,Özel Bankacılık,Üniversite,Esnaf,Vadesiz Mevduat,104920,644672.15,802,1268957.53,0,78,62,30
MUS0712,37,Adana,KOBİ,Lise,Çalışan,Vadesiz Mevduat,27524,164644.1,571,413877.65,0,72,37,22
MUS0713,33,İzmir,Bireysel,Lisansüstü,Serbest Meslek,İhtiyaç Kredisi,33293,39630.69,508,800617.61,0,100,105,33
MUS0714,48,İzmir,Bireysel,Lisansüstü,Memur,Kredi Kartı,63878,0,625,0,0,83,81,5
MUS0715,49,Kayseri,Bireysel,Lisansüstü,Emekli,Konut Kredisi,72748,452392.91,711,1793788.18,0,69,128,36
MUS0716,54,Konya,Özel Bankacılık,Lisansüstü,Akademisyen,İhtiyaç Kredisi,269844,503046.14,900,0,0,52,61,6
MUS0717,30,İzmir,Bireysel,Lisansüstü,Esnaf,Yatırım Hesabı,72427,176664.5,727,117340.14,0,76,59,32
MUS0718,37,Mersin,KOBİ,Üniversite,Emekli,Konut Kredisi,81559,365663.65,741,0,0,80,1,25
MUS0719,56,Ankara,Bireysel,Lise,Serbest Meslek,Vadesiz Mevduat,16531,103229.45,617,0,0,68,68,38
MUS0720,52,Antalya,Bireysel,Ortaokul,Serbest Meslek,Yatırım Hesabı,48362,1095548.01,611,0,0,26,50,44
MUS0721,42,Konya,Bireysel,Üniversite,Emekli,Konut Kredisi,42430,103349.46,668,0,0,76,51,22
MUS0722,40,Ankara,Bireysel,Lisansüstü,Memur,Kredi Kartı,40460,96853.86,622,0,0,61,65,19
MUS0723,31,Kayseri,Bireysel,Lise,Esnaf,Vadesiz Mevduat,25203,78582.43,579,0,0,99,77,29
MUS0724,49,İzmir,Bireysel,Üniversite,Çalışan,Kredi Kartı,47433,368025.69,608,0,0,80,72,14
MUS0725,39,Antalya,Bireysel,Üniversite,Akademisyen,Yatırım Hesabı,30799,179976.42,408,0,0,75,124,1
MUS0726,39,Gaziantep,Bireysel,Üniversite,Esnaf,İhtiyaç Kredisi,36070,293879.24,574,0,0,68,97,22
MUS0727,54,Ankara,Özel Bankacılık,Lise,Emekli,Kredi Kartı,94602,163245.2,792,876970.48,0,56,127,38
MUS0728,28,Antalya,KOBİ,Üniversite,Emekli,İhtiyaç Kredisi,73552,149928.08,665,1520732.66,0,88,60,13
MUS0729,44,Ankara,Bireysel,Lisansüstü,Esnaf,Yatırım Hesabı,44205,282525.98,767,0,0,86,135,32
MUS0730,45,Kayseri,KOBİ,Ortaokul,Memur,Yatırım Hesabı,35906,280082.44,611,598548.52,0,45,37,30
MUS0731,51,İstanbul,Bireysel,İlkokul,Memur,Yatırım Hesabı,9451,26808.57,589,186418.41,0,68,68,28
MUS0732,54,İzmir,Bireysel,Üniversite,Çalışan,Vadesiz Mevduat,34933,107038.4,517,612682.09,0,52,124,31
MUS0733,41,Antalya,KOBİ,Üniversite,Emekli,Yatırım Hesabı,49218,153257.45,653,0,0,68,50,14
MUS0734,45,Antalya,Bireysel,Lisansüstü,Esnaf,Yatırım Hesabı,55104,240941.05,584,1000086.75,0,91,93,33
MUS0735,40,Mersin,Bireysel,Ortaokul,Çalışan,Konut Kredisi,15141,94098.18,663,350493.83,0,56,60,3
MUS0736,55,Bursa,KOBİ,Ortaokul,Emekli,Konut Kredisi,15335,87835.36,615,0,0,46,1,7
MUS0737,35,Kayseri,Bireysel,Üniversite,Esnaf,İhtiyaç Kredisi,42065,110609.21,731,1423647.33,0,49,130,33
MUS0738,49,İzmir,KOBİ,Üniversite,Memur,Kredi Kartı,641119,14799495.84,878,1157722.01,0,61,107,13
MUS0739,35,Antalya,KOBİ,Üniversite,Esnaf,Konut Kredisi,61344,198774.41,774,0,0,99,58,11
MUS0740,33,İzmir,Bireysel,Lise,Akademisyen,İhtiyaç Kredisi,23592,97387.39,594,0,0,82,60,29
MUS0741,38,Adana,Bireysel,Ortaokul,Esnaf,İhtiyaç Kredisi,11251,14453.52,437,261169.01,0,64,114,15
MUS0742,36,Gaziantep,Bireysel,Lisansüstü,Esnaf,Yatırım Hesabı,46374,149376.9,608,1042706.22,0,100,3,19
MUS0743,35,Mersin,Bireysel,Üniversite,Akademisyen,Yatırım Hesabı,21114,120807.59,698,0,0,100,118,26
MUS0744,47,İstanbul,Bireysel,Ortaokul,Emekli,İhtiyaç Kredisi,10366,25589.5,538,0,0,56,38,30
MUS0745,58,Kayseri,Bireysel,Lise,Memur,Yatırım Hesabı,6730,50931.05,542,0,0,67,20,0
MUS0746,43,Gaziantep,Bireysel,Üniversite,Serbest Meslek,Vadesiz Mevduat,41798,44659.88,643,446823.56,0,100,1,26
MUS0747,52,Bursa,Özel Bankacılık,Lise,Esnaf,Kredi Kartı,1354046,5076062.4,858,2523312.74,0,59,64,19
MUS0748,55,Mersin,Bireysel,Üniversite,Akademisyen,İhtiyaç Kredisi,225961,3162002.9,569,0,0,71,72,0
MUS0749,21,İzmir,Bireysel,Lisansüstü,Serbest Meslek,Vadesiz Mevduat,942042,8547062.29,686,1845963.69,0,100,94,37
MUS0750,18,İzmir,Bireysel,Lisansüstü,Esnaf,Konut Kredisi,50982,44367.35,689,0,0,100,107,2
MUS0751,41,Antalya,Bireysel,Üniversite,Akademisyen,Yatırım Hesabı,19239,106456.56,688,39687.43,0,93,108,24
MUS0752,37,Ankara,Bireysel,Lise,Memur,Kredi Kartı,14880,97592.63,616,276976.8,0,44,96,31
MUS0753,38,Bursa,Özel Bankacılık,Üniversite,Akademisyen,Kredi Kartı,133696,777298.72,792,0,0,95,1,33
MUS0754,51,Antalya,Bireysel,Lise,Emekli,Konut Kredisi,20774,36292.61,711,495271.62,0,43,132,17
MUS0755,46,Gaziantep,Bireysel,Lise,Akademisyen,Konut Kredisi,160451,98218.35,604,0,0,88,116,21
MUS0756,55,İzmir,Bireysel,Üniversite,Çalışan,Konut Kredisi,17855,51008.12,667,248138.42,0,77,55,11
MUS0757,43,Adana,Bireysel,Lise,Emekli,Yatırım Hesabı,18442,80889.13,619,0,0,54,27,26
MUS0758,32,Adana,Bireysel,Üniversite,Emekli,İhtiyaç Kredisi,52742,339487.73,538,0,0,72,69,26
MUS0759,18,Kayseri,Bireysel,Lise,Çalışan,Yatırım Hesabı,30612,90706.47,629,0,0,100,101,29
MUS0760,35,Antalya,Özel Bankacılık,Üniversite,Serbest Meslek,Konut Kredisi,156939,805071.82,848,0,0,84,90,22
MUS0761,50,Kayseri,Bireysel,Üniversite,Çalışan,Vadesiz Mevduat,21808,92921.32,487,0,0,78,132,12
MUS0762,33,Ankara,KOBİ,Lise,Çalışan,Kredi Kartı,45822,154847.72,738,0,0,62,38,11
MUS0763,56,Mersin,Bireysel,Lise,Serbest Meslek,Konut Kredisi,13868,80385.78,711,251124.15,0,61,128,31
MUS0764,44,İzmir,Bireysel,Lise,Çalışan,Konut Kredisi,10407,66839.42,769,232921.93,0,57,1,17
MUS0765,43,Gaziantep,Bireysel,Üniversite,Memur,Kredi Kartı,25054,159671.37,534,597991.51,0,58,119,18
MUS0766,50,Konya,Bireysel,Üniversite,Emekli,Konut Kredisi,43408,0,689,922056.88,0,78,57,51
MUS0767,43,Kayseri,Bireysel,Üniversite,Akademisyen,İhtiyaç Kredisi,20767,101540.78,747,456620.04,0,67,45,5
MUS0768,50,Antalya,Bireysel,Lise,Çalışan,İhtiyaç Kredisi,22755,95449.48,538,224803.01,1,63,35,26
MUS0769,44,Gaziantep,Bireysel,Lisansüstü,Çalışan,İhtiyaç Kredisi,50383,131617.25,722,0,0,58,19,20
MUS0770,18,İzmir,Bireysel,Üniversite,Akademisyen,Vadesiz Mevduat,47040,377801.06,681,0,0,96,76,30
MUS0771,39,Gaziantep,KOBİ,Lisansüstü,Serbest Meslek,Yatırım Hesabı,118873,677098.23,623,1975289.59,0,75,110,22
MUS0772,29,Antalya,KOBİ,Üniversite,Memur,Yatırım Hesabı,55931,265783.96,632,1050708.52,0,84,39,1
MUS0773,46,Bursa,Bireysel,İlkokul,Çalışan,Kredi Kartı,9821,45591.96,540,0,0,19,43,13
MUS0774,45,İstanbul,Özel Bankacılık,Lise,Çalışan,Konut Kredisi,76093,413460.57,631,1661246.09,0,81,38,8
MUS0775,35,Adana,Bireysel,Ortaokul,Akademisyen,Yatırım Hesabı,209069,584010.63,672,206895.35,0,59,1,38
MUS0776,20,Bursa,Bireysel,Lise,Esnaf,Kredi Kartı,27107,147269.59,614,625575.49,0,95,86,0
MUS0777,38,Adana,Bireysel,Üniversite,Emekli,Yatırım Hesabı,45187,89517.52,544,0,0,69,21,7
MUS0778,41,Konya,Bireysel,Lise,Emekli,Kredi Kartı,20998,71908.41,564,579161.2,0,86,164,9
MUS0779,53,İstanbul,Bireysel,Üniversite,Serbest Meslek,Yatırım Hesabı,5755,0,476,0,0,57,55,30
MUS0780,55,Ankara,Bireysel,Lisansüstü,Memur,Yatırım Hesabı,38932,8589.28,600,0,0,82,111,27
MUS0781,36,Adana,Özel Bankacılık,Ortaokul,Memur,Vadesiz Mevduat,65341,401423.97,670,0,0,85,109,0
MUS0782,18,Mersin,Bireysel,Üniversite,Serbest Meslek,Kredi Kartı,35423,159836.06,571,0,0,100,1,24
MUS0783,38,Kayseri,Bireysel,Ortaokul,Esnaf,Yatırım Hesabı,100286,406013.67,575,0,0,58,108,5
MUS0784,47,Konya,Bireysel,Lise,Memur,Vadesiz Mevduat,21345,117909.99,481,470123.24,0,79,145,10
MUS0785,42,Ankara,Bireysel,Üniversite,Akademisyen,İhtiyaç Kredisi,14863,34515.53,679,180120.8,0,83,97,23
MUS0786,35,Adana,Bireysel,Üniversite,Akademisyen,Konut Kredisi,43381,106130.56,592,0,0,81,47,24
MUS0787,36,Antalya,KOBİ,Üniversite,Memur,Kredi Kartı,56278,193252.93,724,1045457.01,0,68,66,48
MUS0788,23,Kayseri,Bireysel,Lise,Çalışan,İhtiyaç Kredisi,22127,50338.81,601,587048.89,0,100,82,16
MUS0789,50,Ankara,Bireysel,Üniversite,Çalışan,İhtiyaç Kredisi,10770,55105.96,712,0,0,58,84,7
MUS0790,32,İstanbul,Bireysel,Lise,Memur,Konut Kredisi,17799,138135.69,526,543954.12,0,91,36,20
MUS0791,56,Bursa,Bireysel,Lise,Akademisyen,İhtiyaç Kredisi,31508,121008.24,703,0,0,55,1,27
MUS0792,38,Bursa,Bireysel,Üniversite,Esnaf,İhtiyaç Kredisi,19112,87006.62,591,0,0,70,79,27
MUS0793,41,Kayseri,Bireysel,Üniversite,Esnaf,İhtiyaç Kredisi,31189,2384.91,682,0,0,61,96,7
MUS0794,32,Antalya,Özel Bankacılık,Üniversite,Esnaf,Konut Kredisi,121983,494994.47,675,0,0,87,42,44
MUS0795,57,Kayseri,Bireysel,Üniversite,Akademisyen,İhtiyaç Kredisi,39751,162761.92,665,0,0,50,68,30
MUS0796,60,Konya,Bireysel,Lise,Akademisyen,Yatırım Hesabı,19559,55195.34,668,423784.87,0,57,18,11
MUS0797,18,Adana,Bireysel,Lise,Emekli,Kredi Kartı,22444,40474.04,655,0,0,100,23,4
MUS0798,48,Antalya,Bireysel,Üniversite,Çalışan,Konut Kredisi,36408,72468.31,737,395547.61,0,82,75,9
MUS0799,45,İzmir,Bireysel,Lisansüstü,Çalışan,Vadesiz Mevduat,44921,143424.41,591,0,0,98,79,10
MUS0800,52,Mersin,KOBİ,Üniversite,Çalışan,Vadesiz Mevduat,76451,346563.25,688,0,0,37,182,13
MUS0801,38,Konya,Bireysel,Lise,Esnaf,Yatırım Hesabı,19765,58749.9,530,423815.33,0,70,71,11
MUS0802,28,İzmir,Bireysel,Lisansüstü,Esnaf,Konut Kredisi,45485,106877.74,637,571740.38,0,80,62,15
MUS0803,41,Adana,KOBİ,Lisansüstü,Çalışan,İhtiyaç Kredisi,95758,323426.07,789,2367303.97,0,100,1,5
MUS0804,44,Gaziantep,Bireysel,Lise,Emekli,Vadesiz Mevduat,16340,96895.38,579,0,0,100,68,29
MUS0805,34,Adana,Bireysel,Üniversite,Akademisyen,Vadesiz Mevduat,7676,14138.28,566,0,0,68,83,17
MUS0806,47,Bursa,Bireysel,Üniversite,Akademisyen,İhtiyaç Kredisi,20822,186181.09,434,323730.42,0,84,1,27
MUS0807,33,İstanbul,Özel Bankacılık,Lise,Çalışan,Vadesiz Mevduat,71175,410106.4,676,1745753.25,0,61,3,18
MUS0808,53,Adana,KOBİ,Lisansüstü,Akademisyen,Yatırım Hesabı,172167,747977.98,900,967486.56,0,59,1,14
MUS0809,61,Bursa,Bireysel,Üniversite,Serbest Meslek,Konut Kredisi,53625,240222.63,871,0,0,95,88,27
MUS0810,39,Bursa,Bireysel,Lise,Emekli,İhtiyaç Kredisi,15046,72270.92,464,421564.53,1,93,32,36
MUS0811,55,Mersin,Bireysel,Lise,Çalışan,İhtiyaç Kredisi,23678,222784.18,644,255972.24,0,58,73,25
MUS0812,30,Antalya,Bireysel,Üniversite,Emekli,Konut Kredisi,31809,225291.21,502,0,0,67,195,25
MUS0813,36,İstanbul,KOBİ,Ortaokul,Serbest Meslek,Kredi Kartı,24764,141660.42,687,0,0,90,104,33
MUS0814,28,İzmir,Bireysel,Lise,Serbest Meslek,Yatırım Hesabı,26678,87715.43,592,0,0,72,94,26
MUS0815,32,Adana,Bireysel,Lisansüstü,Çalışan,Yatırım Hesabı,81025,157518.53,836,2453618.18,0,69,25,33
MUS0816,38,İstanbul,Bireysel,Lise,Serbest Meslek,Vadesiz Mevduat,18965,117432.2,560,472503.4,0,63,72,21
MUS0817,31,Antalya,KOBİ,Ortaokul,Akademisyen,Yatırım Hesabı,34566,121709.69,505,0,0,75,46,23
MUS0818,48,Ankara,Bireysel,Üniversite,Akademisyen,İhtiyaç Kredisi,27493,184387.04,615,0,0,86,48,39
MUS0819,36,Kayseri,Bireysel,Üniversite,Çalışan,Kredi Kartı,37697,226113.46,714,0,0,84,1,7
MUS0820,26,İstanbul,Bireysel,Üniversite,Serbest Meslek,Kredi Kartı,28899,120955.81,416,575190.3,0,100,63,35
MUS0821,41,Antalya,Bireysel,Üniversite,Esnaf,Konut Kredisi,20092,152802.61,581,653044.49,0,69,11,14
MUS0822,54,İstanbul,Bireysel,Lisansüstü,Serbest Meslek,Vadesiz Mevduat,57613,356560.03,764,1411745.85,0,70,120,26
MUS0823,41,Gaziantep,Bireysel,Üniversite,Esnaf,Kredi Kartı,38554,244767.58,631,0,0,71,1,18
MUS0824,45,İstanbul,Bireysel,Üniversite,Çalışan,Yatırım Hesabı,51660,108433.9,642,1226268.04,0,96,116,5
MUS0825,72,Mersin,Özel Bankacılık,Lise,Serbest Meslek,Konut Kredisi,111543,266079.67,877,1114187.12,0,54,64,12
MUS0826,38,Antalya,KOBİ,Lise,Akademisyen,Yatırım Hesabı,37140,149886.43,570,1093393.39,0,100,119,20
MUS0827,46,Mersin,Bireysel,Lise,Çalışan,Vadesiz Mevduat,31030,164064.26,680,0,0,47,35,23
MUS0828,48,Ankara,Bireysel,Üniversite,Esnaf,Vadesiz Mevduat,31649,41879.61,632,0,0,91,8,17
MUS0829,46,Adana,KOBİ,Lisansüstü,Memur,İhtiyaç Kredisi,97270,245893.75,690,1360946.08,0,53,57,36
MUS0830,57,Mersin,KOBİ,Lisansüstü,Serbest Meslek,İhtiyaç Kredisi,41202,61268.61,714,0,0,68,147,20
MUS0831,51,Antalya,Bireysel,Lisansüstü,Memur,Vadesiz Mevduat,79049,486129.41,728,0,0,95,60,17
MUS0832,22,Kayseri,KOBİ,Üniversite,Esnaf,İhtiyaç Kredisi,41145,152629.19,569,989132.8,0,78,175,39
MUS0833,29,Mersin,Bireysel,Lise,Emekli,Vadesiz Mevduat,275150,1189459.23,489,815732.14,0,70,84,4
MUS0834,38,Ankara,Özel Bankacılık,Lise,Emekli,Vadesiz Mevduat,37914,148563.71,763,908676.27,0,71,122,25
MUS0835,40,İzmir,Bireysel,Lise,Esnaf,Konut Kredisi,8980,38053.97,513,218376.32,0,79,114,0
MUS0836,34,Ankara,Bireysel,Üniversite,Çalışan,Yatırım Hesabı,30101,85448.51,634,0,0,70,142,37
MUS0837,29,Ankara,Bireysel,Lise,Çalışan,Yatırım Hesabı,15869,24753.72,557,127961.33,0,82,91,1
MUS0838,27,Adana,Bireysel,Üniversite,Emekli,Kredi Kartı,33704,119845.01,726,0,0,84,55,37
MUS0839,63,Konya,Özel Bankacılık,Üniversite,Serbest Meslek,Yatırım Hesabı,266717,1442018.5,900,0,0,69,168,1
MUS0840,50,İstanbul,Bireysel,Lisansüstü,Emekli,İhtiyaç Kredisi,37053,196205.47,563,0,0,72,13,13
MUS0841,31,Antalya,Özel Bankacılık,Üniversite,Çalışan,Konut Kredisi,167923,890919.18,835,4850466.32,0,99,106,5
MUS0842,36,Ankara,Bireysel,Lisansüstü,Esnaf,İhtiyaç Kredisi,53289,248503.26,591,613396.02,0,50,78,31
MUS0843,49,Konya,Bireysel,Üniversite,Emekli,Vadesiz Mevduat,28399,46013.55,581,248249.58,0,99,64,17
MUS0844,33,İstanbul,Bireysel,Üniversite,Emekli,İhtiyaç Kredisi,9358,50412.76,543,59501.45,0,82,1,11
MUS0845,62,Kayseri,Bireysel,Lisansüstü,Esnaf,Konut Kredisi,21673,155349.1,675,0,0,70,53,33
MUS0846,46,Mersin,Bireysel,Üniversite,Serbest Meslek,Kredi Kartı,50336,243979.66,647,547699.55,0,70,2,25
MUS0847,30,İzmir,KOBİ,Ortaokul,Çalışan,Kredi Kartı,22080,802.91,517,397665.58,0,91,65,11
MUS0848,58,Mersin,Bireysel,Ortaokul,Esnaf,Vadesiz Mevduat,11338,36087.21,834,206942.49,0,38,152,11
MUS0849,37,Mersin,Bireysel,Üniversite,Esnaf,Kredi Kartı,34017,131408.85,587,468247.52,0,57,105,23
MUS0850,27,Mersin,Bireysel,İlkokul,Esnaf,Vadesiz Mevduat,8729,20791.78,516,219650.79,0,76,38,0
MUS0851,18,Kayseri,Özel Bankacılık,Üniversite,Emekli,Vadesiz Mevduat,792710,9429263.47,784,0,0,100,1,23
MUS0852,36,Mersin,Bireysel,Ortaokul,Esnaf,Vadesiz Mevduat,9290,13208.85,536,93675.71,0,76,49,33
MUS0853,28,Gaziantep,Özel Bankacılık,Lise,Emekli,Vadesiz Mevduat,91879,275682.46,786,362541.65,0,81,65,18
MUS0854,25,Ankara,Bireysel,Lise,Esnaf,Yatırım Hesabı,15947,61128.5,447,260139.29,0,93,156,29
MUS0855,40,Kayseri,KOBİ,Üniversite,Esnaf,Konut Kredisi,60562,271874.22,751,1165773.8,0,94,9,22
MUS0856,43,Gaziantep,Bireysel,Lise,Akademisyen,Vadesiz Mevduat,17759,74965.92,731,0,0,100,58,27
MUS0857,31,İzmir,Bireysel,Üniversite,Esnaf,Konut Kredisi,36957,95472.55,455,0,0,76,99,45
MUS0858,37,İstanbul,Bireysel,Lise,Emekli,İhtiyaç Kredisi,29435,145477.51,512,0,0,63,37,17
MUS0859,29,Ankara,Bireysel,Ortaokul,Emekli,Vadesiz Mevduat,13303,74859.95,606,0,0,66,115,16
